kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,annual_kwh,capex_usd,annual_om_usd,re_ef,net_ef,co2_avoided_t,bundle_id,lit_fraction
81.08.11.2004,Pota Kecil,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,247,75,19.8,159572.0,137627.0,2959.0,27,873,139.306356,63,0.1818181818181818
81.08.11.2005,Wasarili,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,362,110,29.04,234039.0,195685.0,4207.0,27,873,204.316047,63,0.1818181818181818
81.08.11.2006,Rumahlewang Kecil,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,276,92,24.29,195758.0,165757.0,3564.0,27,873,170.896734,63,0.3636363636363636
81.08.11.2007,Rumahlewang Besar,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,457,136,35.9,289325.0,239087.0,5140.0,27,873,252.580725,63,0.3636363636363636
81.08.11.2008,Nusiata,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,284,72,19.01,153205.0,132938.0,2858.0,27,873,133.747965,63,0.1818181818181818
81.08.12.2001,Ketty,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,587,161,42.5,342516.0,283037.0,6085.0,27,873,299.016468,61,0.2272727272727272
81.08.12.2002,Letoda,Pulau Lakor,Maluku Barat Daya,wind_solar_hybrid,intermittent,1211,343,90.55,729761.0,574330.0,15220.0,15,885,645.838485,61,0.2272727272727272
81.08.12.2003,Sera,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,452,127,33.53,270225.0,223265.0,4800.0,27,873,235.906425,61,0.3181818181818182
81.08.12.2004,Yamluli,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,431,116,30.62,246773.0,203927.0,4384.0,27,873,215.432829,61,0.3181818181818182
81.08.12.2005,Lolotuara,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,549,151,39.86,321240.0,265457.0,5707.0,27,873,280.44252,61,0.2727272727272727
81.08.14.2002,Karbubu,Wetar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,584,142,37.49,302139.0,290045.0,7686.0,15,885,267.393015,65,0.2727272727272727
81.08.15.2001,Moning,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,341,89,23.5,189391.0,121831.0,2711.0,88,812,153.785492,67,0.2727272727272727
81.08.15.2002,Arwala,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,390,108,28.51,229768.0,140460.0,3125.0,88,812,186.571616,67,0.1818181818181818
81.08.15.2003,Ilway,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,270,80,21.12,170210.0,97557.0,2171.0,88,812,138.21052,67,0.2272727272727272
81.08.15.2004,Kahilin,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,661,165,43.56,351059.0,217801.0,4846.0,88,812,285.059908,67,0.2727272727272727
81.08.16.2001,Hila,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1695,453,119.59,963800.0,564756.0,12566.0,88,812,782.6056,55,0.4545454545454545
81.08.16.2002,Jerusu,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,2761,746,196.94,1587179.0,923165.0,20540.0,88,812,1288.789348,55,0.2727272727272727
81.08.16.2003,Solath,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,645,191,50.42,406345.0,245902.0,5471.0,88,812,329.95214,55,0.2727272727272727
81.09.01.2001,Wamkana,Namrole,Buru Selatan,micro_hydro,dark_settled,1186,277,73.13,589369.0,1011962.0,20239.0,24,876,516.287244,15,0.1363636363636363
81.09.01.2007,Oki Baru,Namrole,Buru Selatan,micro_hydro,dark_settled,1919,467,123.29,993619.0,1646259.0,32925.0,24,876,870.410244,15,0.0909090909090909
81.09.01.2008,Oki Lama,Namrole,Buru Selatan,micro_hydro,intermittent,2324,555,146.52,1180834.0,1945105.0,38902.0,24,876,1034.410584,15,0.1818181818181818
81.09.01.2011,Tikbary,Namrole,Buru Selatan,micro_hydro,dark_settled,589,149,39.34,317049.0,501438.0,10029.0,24,876,277.734924,15,0.1363636363636363
81.09.01.2017,Batu Tulis,Namrole,Buru Selatan,solar_biomass_hybrid,intermittent,305,101,26.66,214858.0,122663.0,2729.0,88,812,174.464696,16,0.2727272727272727
81.09.02.2001,Waetawa,Waesama,Buru Selatan,solar_biomass_hybrid,intermittent,1604,363,95.83,772313.0,478404.0,10644.0,88,812,627.118156,17,0.2727272727272727
81.09.02.2002,Waesili,Waesama,Buru Selatan,micro_hydro,dark_settled,1787,482,127.25,1025533.0,1768578.0,35372.0,24,876,898.366908,18,0.1363636363636363
81.09.02.2003,Lena,Waesama,Buru Selatan,micro_hydro,dark_settled,2035,489,129.1,1040443.0,1749889.0,34998.0,24,876,911.428068,18,0.1363636363636363
81.09.02.2004,Simi,Waesama,Buru Selatan,micro_hydro,dark_settled,1999,448,118.27,953162.0,1600707.0,32014.0,24,876,834.969912,18,0.1363636363636363
81.09.02.2005,Waelikut,Waesama,Buru Selatan,micro_hydro,dark_settled,1773,470,124.08,999986.0,1669157.0,33383.0,24,876,875.987736,18,0.1363636363636363
81.09.02.2006,Wamsisi,Waesama,Buru Selatan,micro_hydro,dark_settled,3287,819,216.22,1742560.0,2865606.0,57312.0,24,876,1526.48256,18,0.1363636363636363
81.09.02.2007,Pohon Batu,Waesama,Buru Selatan,micro_hydro,dark_settled,1542,367,96.89,780856.0,1338125.0,26762.0,24,876,684.029856,18,0.0909090909090909
81.09.02.2008,Waeteba,Waesama,Buru Selatan,micro_hydro,dark_settled,1009,230,60.72,489355.0,801195.0,16024.0,24,876,428.67498,18,0.1363636363636363
81.09.02.2009,Hote,Waesama,Buru Selatan,micro_hydro,dark_settled,1023,235,62.04,499993.0,804257.0,16085.0,24,876,437.993868,18,0.0909090909090909
81.09.02.2010,Waemasing,Waesama,Buru Selatan,micro_hydro,intermittent,1375,347,91.61,738303.0,1135434.0,22709.0,24,876,646.753428,18,0.1818181818181818
81.09.02.2011,Batu Kasa,Waesama,Buru Selatan,solar_biomass_hybrid,intermittent,1098,242,63.89,514902.0,293430.0,6529.0,88,812,418.100424,17,0.2272727272727272
81.09.03.2003,Ulima,Ambalau,Buru Selatan,solar_biomass_hybrid,intermittent,1359,353,93.19,751037.0,436935.0,9722.0,88,812,609.842044,6,0.4545454545454545
81.09.04.2001,Balpetu,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,1231,298,78.67,634017.0,363463.0,8087.0,88,812,514.821804,9,0.1818181818181818
81.09.04.2002,Waekeka,Kepala Madan,Buru Selatan,micro_hydro,dark_settled,860,227,59.93,482988.0,796660.0,15933.0,24,876,423.097488,10,0.0909090909090909
81.09.04.2003,Biloro,Kepala Madan,Buru Selatan,solar_biomass_hybrid,dark_settled,927,241,63.62,512726.0,311762.0,6937.0,88,812,416.333512,9,0.1363636363636363
81.09.04.2004,Nanali,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,1656,365,96.36,776585.0,512193.0,11396.0,88,812,630.58702,9,0.1818181818181818
81.09.04.2005,Pasir Putih,Kepala Madan,Buru Selatan,solar_battery,intermittent,2869,705,186.12,1499978.0,1318653.0,28351.0,27,873,1309.480794,8,0.5
81.09.04.2006,Fogi,Kepala Madan,Buru Selatan,micro_hydro,intermittent,806,183,48.31,389340.0,621125.0,12422.0,24,876,341.06184,10,0.1818181818181818
81.09.04.2007,Waepandan,Kepala Madan,Buru Selatan,micro_hydro,intermittent,1863,480,126.72,1021262.0,1616343.0,32327.0,24,876,894.625512,10,0.2272727272727272
81.09.04.2008,Walbele,Kepala Madan,Buru Selatan,micro_hydro,intermittent,865,224,59.14,476621.0,758635.0,15173.0,24,876,417.519996,10,0.1818181818181818
81.09.04.2009,Air Ternate,Kepala Madan,Buru Selatan,micro_hydro,dark_settled,1000,232,61.25,493626.0,829772.0,16595.0,24,876,432.416376,10,0.1363636363636363
81.09.04.2010,Sekat,Kepala Madan,Buru Selatan,solar_battery,intermittent,1116,310,81.84,659565.0,575706.0,12378.0,27,873,575.800245,8,0.3636363636363636
81.09.04.2011,Waeha,Kepala Madan,Buru Selatan,micro_hydro,intermittent,304,76,20.06,161668.0,264604.0,5292.0,24,876,141.621168,10,0.1818181818181818
81.09.04.2012,Bala-bala,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,505,116,30.62,246773.0,144499.0,3215.0,88,812,200.379676,9,0.1818181818181818
81.09.04.2013,Batu Layar,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,366,90,23.76,191487.0,110191.0,2452.0,88,812,155.487444,9,0.2272727272727272
81.09.04.2014,Siopot,Kepala Madan,Buru Selatan,micro_hydro,intermittent,488,102,26.93,217034.0,331718.0,6634.0,24,876,190.121784,10,0.2727272727272727
81.09.04.2015,Emguhen,Kepala Madan,Buru Selatan,micro_hydro,intermittent,283,68,17.95,144663.0,237416.0,4748.0,24,876,126.724788,10,0.2272727272727272
81.09.05.2001,Waemulang,Leksula,Buru Selatan,micro_hydro,intermittent,1483,365,96.36,776585.0,1237790.0,24756.0,24,876,680.28846,11,0.2272727272727272
81.09.05.2002,Waeturen,Leksula,Buru Selatan,micro_hydro,intermittent,1129,258,68.11,548912.0,868588.0,17372.0,24,876,480.846912,11,0.1818181818181818
81.09.05.2003,Waehaka,Leksula,Buru Selatan,micro_hydro,intermittent,508,139,36.7,295773.0,469022.0,9380.0,24,876,259.097148,11,0.1818181818181818
81.09.05.2004,Waemala,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,727,201,53.06,427621.0,226720.0,5045.0,88,812,347.228252,13,0.3636363636363636
81.09.05.2005,Erwiri,Leksula,Buru Selatan,micro_hydro,intermittent,1599,364,96.1,774489.0,1216811.0,24336.0,24,876,678.452364,11,0.2727272727272727
81.09.05.2006,Tifu,Leksula,Buru Selatan,solar_battery,intermittent,434,110,29.04,234039.0,220623.0,4743.0,27,873,204.316047,11,0.1818181818181818
81.09.05.2007,Mepa,Leksula,Buru Selatan,micro_hydro,intermittent,620,155,40.92,329782.0,551075.0,11022.0,24,876,288.889032,11,0.2272727272727272
81.09.05.2008,Leksula,Leksula,Buru Selatan,micro_hydro,intermittent,3785,1005,265.32,2138267.0,3293937.0,65879.0,24,876,1873.121892,14,0.5
81.09.05.2009,Nalbessy,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,1404,392,103.49,834047.0,509978.0,11347.0,88,812,677.246164,12,0.4545454545454545
81.09.05.2010,Kase,Leksula,Buru Selatan,micro_hydro,dark_settled,599,140,36.96,297868.0,520135.0,10403.0,24,876,260.932368,11,0.1363636363636363
81.09.05.2015,Neath,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,748,163,43.03,346787.0,209428.0,4660.0,88,812,281.591044,12,0.4090909090909091
81.09.05.2016,Liang,Leksula,Buru Selatan,micro_hydro,intermittent,779,173,45.67,368064.0,624565.0,12491.0,24,876,322.424064,11,0.2272727272727272
81.09.05.2018,Slealale,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,741,169,44.62,359602.0,208401.0,4637.0,88,812,291.996824,13,0.2727272727272727
81.09.05.2023,Walunhelat,Leksula,Buru Selatan,solar_battery,intermittent,255,59,15.58,125562.0,105146.0,2261.0,27,873,109.615626,13,0.2727272727272727
81.09.05.2024,Wahaolon,Leksula,Buru Selatan,micro_hydro,intermittent,357,67,17.69,142567.0,227131.0,4543.0,24,876,124.888692,11,0.1818181818181818
81.09.05.2025,Waewali,Leksula,Buru Selatan,micro_hydro,intermittent,295,65,17.16,138296.0,207507.0,4150.0,24,876,121.147296,11,0.1818181818181818
81.09.05.2029,Grahwaen,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,397,86,22.7,182944.0,105242.0,2342.0,88,812,148.550528,13,0.1818181818181818
81.09.05.2030,Terkuri,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,239,57,15.05,121291.0,69788.0,1553.0,88,812,98.488292,13,0.2272727272727272
81.09.06.2001,Nusarua,Fena Fafan,Buru Selatan,micro_hydro,intermittent,471,104,27.46,221306.0,344231.0,6885.0,24,876,193.864056,7,0.2272727272727272
81.09.06.2002,Mangeswaen,Fena Fafan,Buru Selatan,micro_hydro,intermittent,1072,233,61.51,495721.0,758033.0,15161.0,24,876,434.251596,7,0.2272727272727272
81.09.06.2003,Waekatin,Fena Fafan,Buru Selatan,micro_hydro,intermittent,815,194,51.22,412792.0,612275.0,12246.0,24,876,361.605792,7,0.2272727272727272
81.09.06.2004,Fakal,Fena Fafan,Buru Selatan,micro_hydro,intermittent,454,97,25.61,206396.0,328489.0,6570.0,24,876,180.802896,7,0.2272727272727272
81.09.06.2005,Uneth,Fena Fafan,Buru Selatan,micro_hydro,intermittent,535,115,30.36,244677.0,368409.0,7368.0,24,876,214.337052,7,0.2272727272727272
81.09.06.2006,Waeraman,Fena Fafan,Buru Selatan,micro_hydro,intermittent,649,136,35.9,289325.0,450337.0,9007.0,24,876,253.4487,7,0.2272727272727272
81.09.06.2007,Waelo,Fena Fafan,Buru Selatan,micro_hydro,intermittent,520,121,31.94,257411.0,389976.0,7800.0,24,876,225.492036,7,0.2272727272727272
81.09.06.2008,Siwatlahin,Fena Fafan,Buru Selatan,micro_hydro,intermittent,159,31,8.18,65924.0,97841.0,1957.0,24,876,57.749424,7,0.2272727272727272
81.09.06.2009,Trukat,Fena Fafan,Buru Selatan,micro_hydro,intermittent,202,43,11.35,91472.0,139043.0,2781.0,24,876,80.129472,7,0.2272727272727272
81.09.06.2010,Waeken,Fena Fafan,Buru Selatan,micro_hydro,intermittent,168,42,11.09,89377.0,138149.0,2763.0,24,876,78.294252,7,0.1818181818181818
81.71.01.1013,Silale,Nusaniwe,Kota Ambon,wind_solar_hybrid,intermittent,3667,1233,325.51,2623350.0,2064573.0,54711.0,15,885,2321.66475,46,0.8181818181818182
81.72.03.2001,Tam Ngurhir,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,2379,600,158.4,1276577.0,676777.0,15058.0,88,812,1036.580524,50,0.1818181818181818
81.72.03.2002,Tayando Langgiar,Tayando Tam,Kota Tual,solar_biomass_hybrid,dark_settled,1008,272,71.81,578731.0,306805.0,6826.0,88,812,469.929572,50,0.1363636363636363
81.72.03.2003,Tayando Yamtel,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,2951,850,224.4,1808484.0,958767.0,21333.0,88,812,1468.489008,50,0.2272727272727272
81.72.03.2004,Tayando Ohoiel,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,1668,448,118.27,953162.0,505327.0,11244.0,88,812,773.967544,50,0.3181818181818182
81.72.03.2005,Tayando Yamru,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,773,219,57.82,465983.0,247023.0,5496.0,88,812,378.378196,50,0.2272727272727272
81.72.04.2001,Tubyal,Pulau-Pulau Kur,Kota Tual,solar_biomass_hybrid,intermittent,456,131,34.58,278687.0,147763.0,3288.0,88,812,226.293844,49,0.4090909090909091
81.72.04.2002,Kaimear,Pulau-Pulau Kur,Kota Tual,solar_battery,intermittent,740,210,55.44,446802.0,385681.0,8292.0,27,873,390.058146,49,0.3181818181818182
81.72.04.2004,Lokwirin,Pulau-Pulau Kur,Kota Tual,solar_biomass_hybrid,intermittent,775,225,59.4,478716.0,257753.0,5735.0,88,812,388.717392,49,0.5
81.72.05.2001,Kanara,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,495,136,35.9,289325.0,157107.0,3496.0,88,812,234.9319,48,0.3636363636363636
81.72.05.2002,Warkar,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,592,139,36.7,295773.0,163033.0,3627.0,88,812,240.167676,48,0.3181818181818182
81.72.05.2003,Yapas,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,231,58,15.31,123386.0,68944.0,1534.0,88,812,100.189432,48,0.3636363636363636
81.72.05.2004,Rumoin,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,1274,335,88.44,712756.0,396596.0,8824.0,88,812,578.757872,48,0.2727272727272727
81.72.05.2005,Hirit,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,409,110,29.04,234039.0,132374.0,2945.0,88,812,190.039668,48,0.2727272727272727
81.72.05.2006,Tiflen,Kur Selatan,Kota Tual,solar_biomass_hybrid,dark_settled,474,110,29.04,234039.0,130541.0,2905.0,88,812,190.039668,47,0.1363636363636363
81.72.05.2007,Niela,Kur Selatan,Kota Tual,solar_biomass_hybrid,dark_settled,664,171,45.14,363792.0,192881.0,4292.0,88,812,295.399104,47,0.1363636363636363
